KEY,ID,CAS_Registry_Number,parameter_cd_txt,parameter_group_nm,srsname,parameter_nm,TSAANLYT_IS_NUMBER,SDWIS_NAME
"2,4-DB ",29,94-82-6,90591,Information,,"2,4-DB, surrogate, NWQL Schedule 79, water, unfiltered, percent recovery",744,"2,4-DB                                  "
"2,4-DB ",29,94-82-6,90592,Information,,"2,4-DB, surrogate, NWQL Schedule 1301, water, filtered, percent recovery",744,"2,4-DB                                  "
"2,4-DB ",29,94-82-6,90593,Information,,"2,4-DB, surrogate, NWQL Schedule 1304, water, unfiltered, percent recovery",744,"2,4-DB                                  "
Atrazine,63,1912-24-9,91622,Information,,"Atrazine, spike, water, filtered, apparent percent recovery",129,ATRAZINE                                
Bromacil,476,314-40-9,91623,Information,,"Bromacil, spike, water, filtered, percent recovery",742,BROMACIL                                
Cyanazine,135,21725-46-2,91624,Information,,"Cyanazine, spike, water, filtered, percent recovery",133,CYANAZINE
2-chloro-4-amino-6-isopropylamino-s-triazine,535,6190-65-4,91627,Information,,"2-Chloro-4-isopropylamino-6-amino-s-triazine, spike, water, filtered, percent recovery",734,DESETHYLATRAZINE
Diuron,167,330-54-1,91635,Information,,"Diuron, spike, water, filtered, percent recovery",838,DIURON                                  
Prometon,447,1610-18-0,91641,Information,,"Prometon, spike, water, filtered, percent recovery",740,PROMETON
Propazine,433,139-40-2,91642,Information,,"Propazine, spike, water, filtered, percent recovery",758,PROPAZINE                               
Simazine,304,122-34-9,91643,Information,,"Simazine, spike, water, filtered, percent recovery",116,SIMAZINE                                
Acetochlor,482,34256-82-1,91644,Information,,"Acetochlor, spike, water, filtered, percent recovery",738,ACETOCHLOR                              
Alachlor,54,15972-60-8,91652,Information,,"Alachlor, spike, water, filtered, percent recovery",832,ALACHLOR ESA                            
Alachlor,54,15972-60-8,91652,Information,,"Alachlor, spike, water, filtered, percent recovery",130,LASSO
Metolachlor,241,51218-45-2,91668,Information,,"Metolachlor, spike, water, filtered, percent recovery",124,METOLACHLOR                             
Propachlor (Ramrod),455,1918-16-7,91673,Information,,"Propachlor, spike, water, filtered, percent recovery",156,PROPACHLOR                              
"1,2,3-Trichloropropane",8,96-18-4,91824,Information,,"1,2,3-Trichloropropane, spike, water, unfiltered, percent recovery",306,"1,2,3-TRICHLOROPROPANE                  "
"1,1,2-Trichloropropane",4,96-18-4,91824,Information,,"1,2,3-Trichloropropane, spike, water, unfiltered, percent recovery",306,"1,2,3-TRICHLOROPROPANE                  "
N-Nitrosodimethylamine,581,62-75-9,91825,Information,,"N-Nitrosodimethylamine, spike, water, unfiltered, percent recovery",254,N-NITROSODIMETHYLAMINE                  
"1,4-Dioxane",424,123-91-1,91826,Information,,"1,4-Dioxane, spike, water, unfiltered, percent recovery",128,"1,4-DIOXANE                             "
"2,4,5-Trichlorophenoxy acetic acid ",26,93-76-5,99958,Information,,"2,4,5-T, surrogate, Schedule 9060/2060, water, filtered, percent recovery",178,"2,4,5-T                                 "
Ca,107,7440-70-2,910,"Inorganics, Major, Metals",Calcium,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",733,CALCIUM                                 
Ca,107,7440-70-2,910,"Inorganics, Major, Metals",Calcium,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",13,CALCIUM                                 
Ca,107,7440-70-2,915,"Inorganics, Major, Metals",Calcium,"Calcium, water, filtered, milligrams per liter",733,CALCIUM                                 
Ca,107,7440-70-2,915,"Inorganics, Major, Metals",Calcium,"Calcium, water, filtered, milligrams per liter",13,CALCIUM                                 
Ca,107,7440-70-2,916,"Inorganics, Major, Metals",Calcium,"Calcium, water, unfiltered, recoverable, milligrams per liter",733,CALCIUM                                 
Ca,107,7440-70-2,916,"Inorganics, Major, Metals",Calcium,"Calcium, water, unfiltered, recoverable, milligrams per liter",13,CALCIUM                                 
Ca,107,7440-70-2,918,"Inorganics, Major, Metals",Calcium,"Calcium, water, unfiltered, recoverable, milligrams per liter",733,CALCIUM                                 
Ca,107,7440-70-2,918,"Inorganics, Major, Metals",Calcium,"Calcium, water, unfiltered, recoverable, milligrams per liter",13,CALCIUM                                 
Mg,220,7439-95-4,920,"Inorganics, Major, Metals",Magnesium,"Magnesium, water, unfiltered, milligrams per liter as calcium carbonate",26,MAGNESIUM                               
Mg,220,7439-95-4,921,"Inorganics, Major, Metals",Magnesium,"Magnesium, water, unfiltered, recoverable, milligrams per liter",26,MAGNESIUM                               
Na,305,7440-23-5,923,"Inorganics, Major, Metals",Sodium,"Sodium, water, unfiltered, recoverable, milligrams per liter",42,SODIUM                                  
Na,305,7440-23-5,923,"Inorganics, Major, Metals",Sodium,"Sodium, water, unfiltered, recoverable, milligrams per liter",801,PERCENT SODIUM
Mg,220,7439-95-4,925,"Inorganics, Major, Metals",Magnesium,"Magnesium, water, filtered, milligrams per liter",26,MAGNESIUM                               
Mg,220,7439-95-4,927,"Inorganics, Major, Metals",Magnesium,"Magnesium, water, unfiltered, recoverable, milligrams per liter",26,MAGNESIUM                               
Na,305,7440-23-5,929,"Inorganics, Major, Metals",Sodium,"Sodium, water, unfiltered, recoverable, milligrams per liter",42,SODIUM                                  
Na,305,7440-23-5,929,"Inorganics, Major, Metals",Sodium,"Sodium, water, unfiltered, recoverable, milligrams per liter",801,PERCENT SODIUM
Na,305,7440-23-5,930,"Inorganics, Major, Metals",Sodium,"Sodium, water, filtered, milligrams per liter",42,SODIUM                                  
Na,305,7440-23-5,930,"Inorganics, Major, Metals",Sodium,"Sodium, water, filtered, milligrams per liter",801,PERCENT SODIUM
Ca,107,7440-70-2,67881,"Inorganics, Major, Metals",,"Calcium, solids, recoverable, dry weight, percent",733,CALCIUM                                 
Ca,107,7440-70-2,67881,"Inorganics, Major, Metals",,"Calcium, solids, recoverable, dry weight, percent",13,CALCIUM                                 
Mg,220,7439-95-4,67887,"Inorganics, Major, Metals",,"Magnesium, solids, recoverable, dry weight, percent",26,MAGNESIUM                               
Na,305,7440-23-5,67894,"Inorganics, Major, Metals",,"Sodium, solids, recoverable, dry weight, percent",42,SODIUM                                  
Na,305,7440-23-5,67894,"Inorganics, Major, Metals",,"Sodium, solids, recoverable, dry weight, percent",801,PERCENT SODIUM
Ca,107,7440-70-2,67906,"Inorganics, Major, Metals",,"Calcium, solids, total digestion, dry weight, percent",733,CALCIUM                                 
Ca,107,7440-70-2,67906,"Inorganics, Major, Metals",,"Calcium, solids, total digestion, dry weight, percent",13,CALCIUM                                 
Mg,220,7439-95-4,67914,"Inorganics, Major, Metals",,"Magnesium, solids, total digestion, dry weight, percent",26,MAGNESIUM                               
Na,305,7440-23-5,67922,"Inorganics, Major, Metals",,"Sodium, solids, total digestion, dry weight, percent",42,SODIUM                                  
Na,305,7440-23-5,67922,"Inorganics, Major, Metals",,"Sodium, solids, total digestion, dry weight, percent",801,PERCENT SODIUM
Ca,107,7440-70-2,68811,"Inorganics, Major, Metals",,"Calcium, rock, total (whole-rock analysis), dry weight, percent",733,CALCIUM                                 
Ca,107,7440-70-2,68811,"Inorganics, Major, Metals",,"Calcium, rock, total (whole-rock analysis), dry weight, percent",13,CALCIUM                                 
Ca,107,7440-70-2,81201,"Inorganics, Major, Metals",Calcium,"Calcium, water, dissolved, tons per day",733,CALCIUM                                 
Ca,107,7440-70-2,81201,"Inorganics, Major, Metals",Calcium,"Calcium, water, dissolved, tons per day",13,CALCIUM                                 
Mg,220,7439-95-4,81202,"Inorganics, Major, Metals",Magnesium,"Magnesium, water, dissolved, tons per day",26,MAGNESIUM                               
Na,305,7440-23-5,81203,"Inorganics, Major, Metals",Sodium,"Sodium, water, dissolved, tons per day",42,SODIUM                                  
Na,305,7440-23-5,81203,"Inorganics, Major, Metals",Sodium,"Sodium, water, dissolved, tons per day",801,PERCENT SODIUM
Ca,107,7440-70-2,82032,"Inorganics, Major, Metals",,"Calcium, water, unfiltered, total, micrograms per liter",733,CALCIUM                                 
Ca,107,7440-70-2,82032,"Inorganics, Major, Metals",,"Calcium, water, unfiltered, total, micrograms per liter",13,CALCIUM                                 
Mg,220,7439-95-4,82033,"Inorganics, Major, Metals",,"Magnesium, water, unfiltered, total, micrograms per liter",26,MAGNESIUM                               
Na,305,7440-23-5,82035,"Inorganics, Major, Metals",,"Sodium, water, unfiltered, total, micrograms per liter",42,SODIUM                                  
Na,305,7440-23-5,82035,"Inorganics, Major, Metals",,"Sodium, water, unfiltered, total, micrograms per liter",801,PERCENT SODIUM
Ca,107,7440-70-2,91051,"Inorganics, Major, Metals",Calcium,"Calcium, water, filtered, micrograms per liter",733,CALCIUM                                 
Ca,107,7440-70-2,91051,"Inorganics, Major, Metals",Calcium,"Calcium, water, filtered, micrograms per liter",13,CALCIUM                                 
Mg,220,7439-95-4,91052,"Inorganics, Major, Metals",Magnesium,"Magnesium, water, filtered, micrograms per liter",26,MAGNESIUM                               
Na,305,7440-23-5,91053,"Inorganics, Major, Metals",Sodium,"Sodium, water, filtered, micrograms per liter",42,SODIUM                                  
Na,305,7440-23-5,91053,"Inorganics, Major, Metals",Sodium,"Sodium, water, filtered, micrograms per liter",801,PERCENT SODIUM
Na,305,7440-23-5,91716,"Inorganics, Major, Metals",Sodium,"Sodium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram",42,SODIUM                                  
Na,305,7440-23-5,91716,"Inorganics, Major, Metals",Sodium,"Sodium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram",801,PERCENT SODIUM
Mg,220,7439-95-4,91717,"Inorganics, Major, Metals",Magnesium,"Magnesium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram",26,MAGNESIUM                               
Ca,107,7440-70-2,91718,"Inorganics, Major, Metals",Calcium,"Calcium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram",733,CALCIUM                                 
Ca,107,7440-70-2,91718,"Inorganics, Major, Metals",Calcium,"Calcium, solids, 6 N hydrochloric acid extracted, recoverable, dry weight, milligrams per kilogram",13,CALCIUM                                 
CO2,374,124-38-9,405,"Inorganics, Major, Non-metals",Carbon dioxide,"Carbon dioxide, water, unfiltered, milligrams per liter",81,CARBON DIOXIDE                          
Cl,377,16887-00-6,940,"Inorganics, Major, Non-metals",Chloride,"Chloride, water, filtered, milligrams per liter",14,CHLORIDE                                
F,187,16984-48-8,950,"Inorganics, Major, Non-metals",Fluoride,"Fluoride, water, filtered, milligrams per liter",20,FLUORIDE                                
F,187,16984-48-8,951,"Inorganics, Major, Non-metals",Fluoride,"Fluoride, water, unfiltered, milligrams per liter",20,FLUORIDE                                
Silica,559,7631-86-9,954,"Inorganics, Major, Non-metals",Silica,"Silica, water, unfiltered, recoverable, micrograms per liter as SiO2",39,SILICA                                  
Silica,559,7631-86-9,955,"Inorganics, Major, Non-metals",Silica,"Silica, water, filtered, milligrams per liter as SiO2",39,SILICA                                  
Silica,559,7631-86-9,956,"Inorganics, Major, Non-metals",Silica,"Silica, water, unfiltered, milligrams per liter as SiO2",39,SILICA                                  
Chlorine (as Cl2) ,119,7782-50-5,50060,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (total residual), water, unfiltered, milligrams per liter",827,COMBINED CHLORINE                       
Chlorine (as Cl2) ,119,7782-50-5,50060,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (total residual), water, unfiltered, milligrams per liter",729,FREE RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,50060,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (total residual), water, unfiltered, milligrams per liter",11,RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,50060,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (total residual), water, unfiltered, milligrams per liter",826,TOTAL CHLORINE                          
Chlorine (as Cl2) ,119,7782-50-5,50064,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (free available), water, unfiltered, milligrams per liter",827,COMBINED CHLORINE                       
Chlorine (as Cl2) ,119,7782-50-5,50064,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (free available), water, unfiltered, milligrams per liter",729,FREE RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,50064,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (free available), water, unfiltered, milligrams per liter",11,RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,50064,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (free available), water, unfiltered, milligrams per liter",826,TOTAL CHLORINE                          
Chlorine (as Cl2) ,119,7782-50-5,50066,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (combined available), water, unfiltered, milligrams per liter",827,COMBINED CHLORINE                       
Chlorine (as Cl2) ,119,7782-50-5,50066,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (combined available), water, unfiltered, milligrams per liter",729,FREE RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,50066,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (combined available), water, unfiltered, milligrams per liter",11,RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,50066,"Inorganics, Major, Non-metals",Chlorine,"Chlorine (combined available), water, unfiltered, milligrams per liter",826,TOTAL CHLORINE                          
CO2,374,124-38-9,51192,"Inorganics, Major, Non-metals",Carbon dioxide,"Carbon dioxide, water, dissolved, mole percent of dissolved gases",81,CARBON DIOXIDE                          
Cl,377,16887-00-6,62951,"Inorganics, Major, Non-metals",Chloride,"Chloride, solids, dry weight, milligrams per kilogram",14,CHLORIDE                                
Silica,559,7631-86-9,62981,"Inorganics, Major, Non-metals",Silica,"Silica, water, filtered (ultrafiltration, 10,000 Dalton molecular weight membrane), milligrams per liter",39,SILICA                                  
Bromide,463,24959-67-9,63689,"Inorganics, Major, Non-metals",Bromide,"Bromide, water, unfiltered, milligrams per liter",727,BROMIDE                                 
Bromide,463,24959-67-9,63713,"Inorganics, Major, Non-metals",Bromide,"Bromide, solids, recoverable, dry weight, milligrams per kilogram",727,BROMIDE                                 
F,187,16984-48-8,63714,"Inorganics, Major, Non-metals",Fluoride,"Fluoride, solids, recoverable, dry weight, milligrams per kilogram",20,FLUORIDE                                
Silica,559,7631-86-9,68809,"Inorganics, Major, Non-metals",,"Silica, water, filtered, micrograms per liter as SiO2",39,SILICA                                  
Cl,377,16887-00-6,70290,"Inorganics, Major, Non-metals",Chloride,"Chloride, water, dissolved, tons per day",14,CHLORIDE                                
Bromide,463,24959-67-9,71870,"Inorganics, Major, Non-metals",Bromide,"Bromide, water, filtered, milligrams per liter",727,BROMIDE                                 
CO2,374,124-38-9,72240,"Inorganics, Major, Non-metals",,"Carbon dioxide, water, dissolved, at the water surface, parts per million by volume of dissolved gases",81,CARBON DIOXIDE                          
Silica,559,7631-86-9,81200,"Inorganics, Major, Non-metals",Silica,"Silica, water, dissolved, tons per day",39,SILICA                                  
CO2,374,124-38-9,85544,"Inorganics, Major, Non-metals",Carbon dioxide,"Carbon dioxide, water, unfiltered, volume percent of dissolved gases",81,CARBON DIOXIDE                          
CO2,374,124-38-9,85571,"Inorganics, Major, Non-metals",Carbon dioxide,"Carbon dioxide, water, unfiltered, cubic centimeters per gram at standard temperature and pressure",81,CARBON DIOXIDE                          
Bromide,463,24959-67-9,91000,"Inorganics, Major, Non-metals",Bromide,"Bromide, water, filtered, micrograms per liter",727,BROMIDE                                 
Cl,377,16887-00-6,91001,"Inorganics, Major, Non-metals",Chloride,"Chloride, water, filtered, micrograms per liter",14,CHLORIDE                                
F,187,16984-48-8,91002,"Inorganics, Major, Non-metals",Fluoride,"Fluoride, water, filtered, micrograms per liter",20,FLUORIDE                                
Cl,377,16887-00-6,99117,"Inorganics, Major, Non-metals",Chloride,"Chloride, water, filtered, field, milligrams per liter",14,CHLORIDE                                
Silica,559,7631-86-9,99131,"Inorganics, Major, Non-metals",Silica,"Silica, water, unfiltered, field, milligrams per liter",39,SILICA                                  
Cl,377,16887-00-6,99220,"Inorganics, Major, Non-metals",Chloride,"Chloride, water, unfiltered, milligrams per liter",14,CHLORIDE                                
Chlorine (as Cl2) ,119,7782-50-5,99301,"Inorganics, Major, Non-metals",Chlorine,"Chlorine residual, disinfection byproduct, water, unfiltered, milligrams per liter",827,COMBINED CHLORINE                       
Chlorine (as Cl2) ,119,7782-50-5,99301,"Inorganics, Major, Non-metals",Chlorine,"Chlorine residual, disinfection byproduct, water, unfiltered, milligrams per liter",729,FREE RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,99301,"Inorganics, Major, Non-metals",Chlorine,"Chlorine residual, disinfection byproduct, water, unfiltered, milligrams per liter",11,RESIDUAL CHLORINE
Chlorine (as Cl2) ,119,7782-50-5,99301,"Inorganics, Major, Non-metals",Chlorine,"Chlorine residual, disinfection byproduct, water, unfiltered, milligrams per liter",826,TOTAL CHLORINE                          
Cl,377,16887-00-6,99404,"Inorganics, Major, Non-metals",Chloride,"Chloride, water, filtered, estimated by regression equation, milligrams per liter",14,CHLORIDE                                
N2,378,7727-37-9,597,Nutrient,Nitrogen,"Dinitrogen, water, unfiltered, milligrams per liter",31,TOTAL KJELDAHL NITROGEN (IN WATER MG/L)
N2,378,7727-37-9,597,Nutrient,Nitrogen,"Dinitrogen, water, unfiltered, milligrams per liter",4,NITROGEN-AMMONIA AS (N)                 
N2,378,7727-37-9,598,Nutrient,Nitrogen,"Dinitrogen, water, unfiltered, percent of saturation",31,TOTAL KJELDAHL NITROGEN (IN WATER MG/L)
N2,378,7727-37-9,598,Nutrient,Nitrogen,"Dinitrogen, water, unfiltered, percent of saturation",4,NITROGEN-AMMONIA AS (N)                 
Phosphate,437,14265-44-2,660,Nutrient,Phosphate,"Orthophosphate, water, filtered, milligrams per liter",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,660,Nutrient,Phosphate,"Orthophosphate, water, filtered, milligrams per liter",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,660,Nutrient,Phosphate,"Orthophosphate, water, filtered, milligrams per liter",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,671,Nutrient,Phosphate,"Orthophosphate, water, filtered, milligrams per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,671,Nutrient,Phosphate,"Orthophosphate, water, filtered, milligrams per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,671,Nutrient,Phosphate,"Orthophosphate, water, filtered, milligrams per liter as phosphorus",37,ORTHOPHOSPHATE                          
N2,378,7727-37-9,49570,Nutrient,Nitrogen,"Particulate nitrogen, suspended in water, milligrams per liter",31,TOTAL KJELDAHL NITROGEN (IN WATER MG/L)
N2,378,7727-37-9,49570,Nutrient,Nitrogen,"Particulate nitrogen, suspended in water, milligrams per liter",4,NITROGEN-AMMONIA AS (N)                 
Phosphate,437,14265-44-2,51131,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, recoverable, milligrams per liter as phosphate",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,51131,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, recoverable, milligrams per liter as phosphate",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,51131,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, recoverable, milligrams per liter as phosphate",37,ORTHOPHOSPHATE                          
N2,378,7727-37-9,51193,Nutrient,Nitrogen,"Dinitrogen, water, dissolved, mole percent of dissolved gases",31,TOTAL KJELDAHL NITROGEN (IN WATER MG/L)
N2,378,7727-37-9,51193,Nutrient,Nitrogen,"Dinitrogen, water, dissolved, mole percent of dissolved gases",4,NITROGEN-AMMONIA AS (N)                 
Phosphate,437,14265-44-2,51288,Nutrient,,"Orthophosphate, water, filtered, field, milligrams per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,51288,Nutrient,,"Orthophosphate, water, filtered, field, milligrams per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,51288,Nutrient,,"Orthophosphate, water, filtered, field, milligrams per liter as phosphorus",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,51289,Nutrient,,"Orthophosphate, water, in situ, milligrams per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,51289,Nutrient,,"Orthophosphate, water, in situ, milligrams per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,51289,Nutrient,,"Orthophosphate, water, in situ, milligrams per liter as phosphorus",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,63715,Nutrient,Phosphate,"Orthophosphate, solids, recoverable, dry weight, milligrams per kilogram",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,63715,Nutrient,Phosphate,"Orthophosphate, solids, recoverable, dry weight, milligrams per kilogram",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,63715,Nutrient,Phosphate,"Orthophosphate, solids, recoverable, dry weight, milligrams per kilogram",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,70507,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, milligrams per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,70507,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, milligrams per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,70507,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, milligrams per liter as phosphorus",37,ORTHOPHOSPHATE                          
N2,378,7727-37-9,85570,Nutrient,Nitrogen,"Dinitrogen, water, unfiltered, cubic centimeters per gram at standard temperature and pressure",31,TOTAL KJELDAHL NITROGEN (IN WATER MG/L)
N2,378,7727-37-9,85570,Nutrient,Nitrogen,"Dinitrogen, water, unfiltered, cubic centimeters per gram at standard temperature and pressure",4,NITROGEN-AMMONIA AS (N)                 
Phosphate,437,14265-44-2,91004,Nutrient,Phosphate,"Orthophosphate, water, filtered, micrograms per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,91004,Nutrient,Phosphate,"Orthophosphate, water, filtered, micrograms per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,91004,Nutrient,Phosphate,"Orthophosphate, water, filtered, micrograms per liter as phosphorus",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,91059,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, pounds per day",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,91059,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, pounds per day",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,91059,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, pounds per day",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,91060,Nutrient,Phosphate,"Orthophosphate, water, dissolved, pounds per day",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,91060,Nutrient,Phosphate,"Orthophosphate, water, dissolved, pounds per day",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,91060,Nutrient,Phosphate,"Orthophosphate, water, dissolved, pounds per day",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,99122,Nutrient,Phosphate,"Orthophosphate, water, filtered, field, milligrams per liter",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,99122,Nutrient,Phosphate,"Orthophosphate, water, filtered, field, milligrams per liter",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,99122,Nutrient,Phosphate,"Orthophosphate, water, filtered, field, milligrams per liter",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,99126,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, field, milligrams per liter",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,99126,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, field, milligrams per liter",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,99126,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, field, milligrams per liter",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,99414,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, estimated by regression equation, milligrams per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,99414,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, estimated by regression equation, milligrams per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,99414,Nutrient,Phosphate,"Orthophosphate, water, unfiltered, estimated by regression equation, milligrams per liter as phosphorus",37,ORTHOPHOSPHATE                          
Phosphate,437,14265-44-2,99415,Nutrient,Phosphate,"Orthophosphate, water, filtered, estimated by regression equation, milligrams per liter as phosphorus",36,"PHOSPHATE, TOTAL                        "
Phosphate,437,14265-44-2,99415,Nutrient,Phosphate,"Orthophosphate, water, filtered, estimated by regression equation, milligrams per liter as phosphorus",58,"PHOSPHATE, REACTIVE                     "
Phosphate,437,14265-44-2,99415,Nutrient,Phosphate,"Orthophosphate, water, filtered, estimated by regression equation, milligrams per liter as phosphorus",37,ORTHOPHOSPHATE                          
V,337,7440-62-2,985,"Inorganics, Minor, Metals",Vanadium,"Vanadium, water, unfiltered, recoverable, micrograms per liter",73,"VANADIUM, TOTAL                         "
Be,76,7440-41-7,998,"Inorganics, Minor, Metals",Beryllium,"Beryllium, water, unfiltered, recoverable, micrograms per liter",60,"BERYLLIUM, TOTAL                        "
Ba,65,7440-39-3,1005,"Inorganics, Minor, Metals",Barium,"Barium, water, filtered, micrograms per liter",10,BARIUM                                  
Ba,65,7440-39-3,1007,"Inorganics, Minor, Metals",Barium,"Barium, water, unfiltered, recoverable, micrograms per liter",10,BARIUM                                  
Ba,65,7440-39-3,1009,"Inorganics, Minor, Metals",Barium,"Barium, water, unfiltered, recoverable, micrograms per liter",10,BARIUM                                  
Be,76,7440-41-7,1010,"Inorganics, Minor, Metals",Beryllium,"Beryllium, water, filtered, micrograms per liter",60,"BERYLLIUM, TOTAL                        "
Be,76,7440-41-7,1012,"Inorganics, Minor, Metals",Beryllium,"Beryllium, water, unfiltered, recoverable, micrograms per liter",60,"BERYLLIUM, TOTAL                        "
Bi,83,7440-69-9,1015,"Inorganics, Minor, Metals",Bismuth,"Bismuth, water, filtered, micrograms per liter",63,"BISMUTH, TOTAL                          "
Bi,83,7440-69-9,1017,"Inorganics, Minor, Metals",Bismuth,"Bismuth, water, unfiltered, micrograms per liter",63,"BISMUTH, TOTAL                          "
Cd,106,7440-43-9,1025,"Inorganics, Minor, Metals",Cadmium,"Cadmium, water, filtered, micrograms per liter",12,CADMIUM                                 
Cd,106,7440-43-9,1027,"Inorganics, Minor, Metals",Cadmium,"Cadmium, water, unfiltered, micrograms per liter",12,CADMIUM                                 
Cr,127,7440-47-3,1030,"Inorganics, Minor, Metals",Chromium,"Chromium, water, filtered, micrograms per liter",16,CHROMIUM                                
Cr(3),128,7440-47-3,1030,"Inorganics, Minor, Metals",Chromium,"Chromium, water, filtered, micrograms per liter",16,CHROMIUM                                
Cr(4),129,7440-47-3,1030,"Inorganics, Minor, Metals",Chromium,"Chromium, water, filtered, micrograms per liter",16,CHROMIUM                                
"Chromium, Hexavalent",451,18540-29-9,1032,"Inorganics, Minor, Metals",Chromium(VI),"Chromium(VI), water, filtered, micrograms per liter",65,"CHROMIUM, HEX"
Cr,127,7440-47-3,1034,"Inorganics, Minor, Metals",Chromium,"Chromium, water, unfiltered, recoverable, micrograms per liter",16,CHROMIUM                                
Cr(3),128,7440-47-3,1034,"Inorganics, Minor, Metals",Chromium,"Chromium, water, unfiltered, recoverable, micrograms per liter",16,CHROMIUM                                
